name,competitor_type,sub_category,lat,lon,visible
Alakmalak Technologies Private Limited,schools,General Educational School,23.03353,72.55801,True
Digital Sandip Academy,schools,General Educational School,23.03343,72.55814,True
Campus Group Tuition,schools,College & University,23.03338,72.555,True
TV9 Education Expo 2026,schools,General Educational School,23.03351,72.55515,True
Earthlink Foreign Education Consultants,schools,General Educational School,23.03387,72.55524,True
Hugs and Cuddles,schools,General Educational School,23.03386,72.55546,True
Azent - Study Abroad Consultants,schools,General Educational School,23.03396,72.55532,True
Pyramid Overseas Education Consultants Navrangpura,schools,General Educational School,23.034,72.55515,True
Focus Education Ahmedabad,schools,General Educational School,23.0342,72.55507,True
Shanti's Hopskotch,schools,General Educational School,23.03409,72.55535,True
Drona Academy,schools,General Educational School,23.03388,72.55432,True
SomLalit Institute of Management Studies,schools,College & University,23.03383,72.55368,True
St Xaviers College,schools,College & University,23.03386,72.55333,True
L D Arts College,schools,College & University,23.03526,72.55466,True
M G Science College,schools,College & University,23.03548,72.55169,True
Geology Department,schools,General Educational School,23.03545,72.55128,True
Endeavor Careers,schools,Coaching & Entrance Institute,23.03587,72.5581,True
Career Mosaic Pvt. Ltd.,schools,Coaching & Entrance Institute,23.03575,72.55803,True
Jalsa Art ® | Best Online Art Classes,schools,Coaching & Entrance Institute,23.03559,72.55742,True
Lighthouse Immigration,schools,General Educational School,23.03557,72.558,True
St. Kabir School,schools,Secondary & High School,23.03532,72.55637,True
Swastik Shishuvihar,schools,Primary & Pre-School,23.03483,72.55478,True
Imperial Academy,schools,General Educational School,23.03509,72.56307,True
Manoj Financial Services Pvt. Ltd.,schools,General Educational School,23.0351,72.56219,True
Navbharat Overseas Aspirations,schools,General Educational School,23.03534,72.5629,True
GEPSI English Language Academy,schools,General Educational School,23.03551,72.56176,True
Muthoot Finance Gold Loan,schools,General Educational School,23.03534,72.56105,True
L.J. Institute of Pharmacy,schools,College & University,23.03537,72.56096,True
Virohan,schools,General Educational School,23.03526,72.56109,True
Flamingo Educare,schools,General Educational School,23.03525,72.56079,True
Alliance education,schools,General Educational School,23.0353,72.56034,True
IDP Education Ahmedabad - International Education Specialists,schools,International School,23.03537,72.55931,True
Studypointvisa,schools,General Educational School,23.03552,72.55928,True
VIEC Ahmedabad,schools,General Educational School,23.0357,72.55946,True
Aecc Global,schools,General Educational School,23.0357,72.55957,True
Addor Group,schools,General Educational School,23.03597,72.56098,True
PFEC Global - Best Study Abroad Consultant in Ahmedabad,schools,General Educational School,23.03581,72.55944,True
Swastik Solutions,schools,General Educational School,23.03637,72.56007,True
Globo Hr Solutions,schools,General Educational School,23.03643,72.56035,True
Akshar Academy,schools,General Educational School,23.03643,72.56035,True
Unibuzz Overseas Education,schools,General Educational School,23.03624,72.56122,True
Pradip Overseas,schools,General Educational School,23.03618,72.56248,True
Shreeji Immigration,schools,General Educational School,23.03615,72.56161,True
Chanakya Ias Academy,schools,General Educational School,23.03579,72.56296,True
TeamLease Skills University,schools,College & University,23.0359,72.56209,True
Paathshala Ahmedabad,schools,Secondary & High School,23.03604,72.5642,True
The Alliance Education,schools,General Educational School,23.03556,72.5662,True
Softs Solution Service - Best IT Training Course and Institute,schools,General Educational School,23.03528,72.56454,True
Aptech CG Road,schools,General Educational School,23.03507,72.56421,True
Mount Carmel High School,schools,Secondary & High School,23.03498,72.56813,True
FFTI,schools,General Educational School,23.03488,72.56769,True
ATI-Training Institute,schools,General Educational School,23.03462,72.56701,True
Horizoncore Infosoft Private Limited,schools,General Educational School,23.03403,72.56661,True
AMC School Board,schools,Secondary & High School,23.03436,72.56383,True
Digital Sandip Academy,schools,General Educational School,23.03427,72.56462,True
Purple MDS Academy,schools,General Educational School,23.03455,72.56349,True
Livewires The Media Institute,schools,General Educational School,23.03455,72.5605,True
Mint Academy CG Road Ahmedabad,schools,General Educational School,23.03465,72.56029,True
NAEMD - Best Event Management Institute,schools,General Educational School,23.0345,72.56033,True
CMA - Ahmedabad Chapter,schools,General Educational School,23.03446,72.56026,True
Trinity Pool & Snooker Academy,schools,General Educational School,23.03432,72.56025,True
Nishkal Overseas Consultancy,schools,General Educational School,23.03412,72.55993,True
Shabana's Institute of Mathematics,schools,General Educational School,23.03405,72.56035,True
Good Wind Education & Career Consultancy Services,schools,Coaching & Entrance Institute,23.03397,72.56063,True
Canam Consultants Ahmedabad - Study Abroad Consultants,schools,General Educational School,23.03395,72.56068,True
Nandi Seeds,schools,General Educational School,23.03379,72.56101,True
Kalapurnam Institute,schools,General Educational School,23.03374,72.56096,True
NEXUS CONSULTANTS AHMEDABAD Best study visa,schools,General Educational School,23.03366,72.561,True
SIG Overseas Education Consultants,schools,General Educational School,23.03361,72.56102,True
Fernweh Immigration,schools,General Educational School,23.03354,72.56059,True
"NCode Technologies, Incorporated",schools,General Educational School,23.03367,72.56,True
Grinfilm Institute Of Film & Television - GIFT,schools,General Educational School,23.03362,72.5598,True
Jamboree Education,schools,General Educational School,23.03358,72.56014,True
Mystudyoffers,schools,General Educational School,23.0334,72.56058,True
Suril Music Academy,schools,General Educational School,23.03287,72.56041,True
Futurz Xplored e297,schools,General Educational School,23.03321,72.56397,True
L.D.Engineering,schools,General Educational School,23.03374,72.56423,True
Broadway Overseas Education,schools,General Educational School,23.03314,72.56962,True
Max VisaHub,schools,General Educational School,23.03322,72.56981,True
Direct Taxes Regional Training Institute Ahmedabad,schools,General Educational School,23.03326,72.56957,True
Mount Carmel School,schools,Secondary & High School,23.03288,72.57651,True
Dr Babasaheb Open University,schools,College & University,23.03433,72.56928,True
Higher Secondary School-Blind Department,schools,Secondary & High School,23.03432,72.56929,True
Global Reach Ahmedabad,schools,General Educational School,23.03473,72.56843,True
Six Sense Exim,schools,General Educational School,23.03489,72.57038,True
Shreyarth University,schools,College & University,23.03482,72.56955,True
Cuemath,schools,General Educational School,23.03547,72.56849,True
I - Ken Education Pvt. Ltd.,schools,General Educational School,23.0361,72.56865,True
Shahpur Lal School,schools,Secondary & High School,23.03621,72.58146,True
Shahpur Municipal Urdu School for Girls,schools,Secondary & High School,23.03562,72.58097,True
Kashiful Uloom Computer Class,schools,General Educational School,23.03608,72.5827,True
Filter Concept PrivateLimited,schools,College & University,23.03531,72.58503,True
Shri Hasumati Mehta Primary School,schools,Primary & Pre-School,23.03388,72.58513,True
Shama School,schools,Secondary & High School,23.03433,72.58029,True
Nelson's High School,schools,Secondary & High School,23.03451,72.57914,True
Vishwa Bharati High School,schools,Secondary & High School,23.03402,72.58049,True
BCSS Computer Education,schools,General Educational School,23.03295,72.57897,True
Arora Academy,schools,General Educational School,23.03295,72.57889,True
Sanskar Public School,schools,Secondary & High School,23.0329,72.5833,True
"J C Ball Mandir, Civil Lines , Mirzapur",schools,General Educational School,23.0329,72.5833,True
Prabhaben J Solanki,schools,General Educational School,23.03343,72.58422,True
Shanti Sadan Nursery,schools,Primary & Pre-School,23.03341,72.58575,True
CMA,schools,General Educational School,23.03308,72.58486,True
R C College Of Commerce,schools,College & University,23.0313,72.58381,True
Preyas English Medium School,schools,Secondary & High School,23.03221,72.58041,True
Visto Uniworld Services,schools,General Educational School,23.03251,72.57091,True
Kidspark Preschools,schools,Primary & Pre-School,23.0327,72.56985,True
TopCode Academy - IT Training Center Ahmedabad,schools,General Educational School,23.0324,72.56873,True
Ankur Institute of Child Health,schools,General Educational School,23.03211,72.56866,True
Nerolac,schools,General Educational School,23.03113,72.56956,True
Edification Overseas Education,schools,General Educational School,23.03117,72.57089,True
✅ 𝗢𝗵𝗺 𝗖𝗼𝗻𝘀𝘂𝗹𝘁𝗮𝗻𝘁 𝗘𝗱𝘂𝗰𝗮𝘁𝗶𝗼𝗻 𝗣𝘃𝘁 𝗟𝘁𝗱 - USA Student Visa/study in UK/Student Visa/Best USA Student Visa Consultant Ahmedabad,schools,General Educational School,23.03107,72.57135,True
"Aiilsg, Ahmedabad",schools,General Educational School,23.03174,72.5767,True
Sheetalnath Turbo English,schools,General Educational School,23.03061,72.57414,True
Marigold Education - IELTS Classes | GRE Coaching | PTE Classes | CELPIP Classes,schools,Coaching & Entrance Institute,23.03084,72.57134,True
Vishwas Academy,schools,General Educational School,23.03026,72.57041,True
All India Disaster Mitigation Institute,schools,General Educational School,23.02994,72.56923,True
Kids Age,schools,Primary & Pre-School,23.02993,72.56912,True
Grow More Agrichem India Pvt Ltd,schools,General Educational School,23.02984,72.5693,True
Civil IAS,schools,General Educational School,23.0298,72.5701,True
Mitrra Abraod study PR Visit,schools,General Educational School,23.02978,72.56999,True
Chahal Academy Ahmedabad,schools,General Educational School,23.0297,72.57012,True
Disha Consultancy,schools,General Educational School,23.02966,72.56992,True
Sunya IAS Ahmedabad,schools,General Educational School,23.02959,72.57027,True
itbase.in,schools,General Educational School,23.02955,72.56943,True
Super 20 Training Institute,schools,General Educational School,23.02953,72.5692,True
College of Automobile Engineering,schools,College & University,23.02948,72.56955,True
IDCM | Institute of Digital & Content Marketing | Ahmedabad,schools,General Educational School,23.02936,72.57059,True
HK Commerce College,schools,College & University,23.02929,72.57087,True
S M C I Computer Academy,schools,General Educational School,23.03008,72.57704,True
Parsi Pre Montessori School,schools,Primary & Pre-School,23.02991,72.57979,True
Paras Motor Driving School,schools,Secondary & High School,23.02996,72.58146,True
Shri Damubhai Shukla Shaikshanik Sankul (Navchetan High School),schools,Secondary & High School,23.03,72.58,True
